Title,Acronym,DblpSeries,has CORE2026 Rank,Field,field_of_research_1,field_of_research_2,field_of_research_3,has CORE2023 Rank,has CORE2021 Rank,has CORE2020 Rank,has CORE2018 Rank,has CORE2017 Rank,has CORE2014 Rank,has CORE2013 Rank,has CORE2010 Rank,has CORE2008 Rank
Pacific Rim Real Estate Conference,PPRES,,,"Building†, , ",Building†,,,,,,,,,,A,
Pacific Symposium on Biocomputing,PSB,psb,National: USA,"Applied computing, , ",Applied computing,,,National: USA,National: USA,National: USA,C,C,C,C,C,C
Pacific-Asia Conference on Knowledge Discovery and Data Mining,PAKDD,pakdd,B,"Data management and data science, , ",Data management and data science,,,B,A,A,A,A,A,A,A,A
Pacific-Asia Workshop on Electronic Commerce,PAWEC,,,"Information Systems†, , ",Information Systems†,,,,,,C,C,C,C,C,C
Pacific-Rim Conference on Multimedia,PCM,pcm,,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,,,,C,C,C,C,C,C,
Pacific-Rim Symposium on Image and Video Technology,PSIVT,psivt,C,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,,C,B,B,B,B,B,B,B,
Pan Pacific Conference on Information Systems,PPCIS,,,"Information Systems†, , ",Information Systems†,,,,,,C,C,C,C,C,C
Pan-Sydney Area Workshop on Visual Information Processing,VIP,,,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,,,,,C,C,C,C,C,C
Parallel Computing,PARCO,parco,,"Distributed computing and systems software, , ",Distributed computing and systems software,,,,C,C,C,C,C,C,C,C
Parallel Computing with FPGAs,ParaFPGA,,,"Civil Engineering†, , ",Civil Engineering†,,,,,,,,,,C,
Parallel Problem Solving from Nature,PPSN,ppsn,A,"Machine learning, , ",Machine learning,,,A,A,A,A,A,A,A,A,A
Parallel and Distributed Information Systems,PDIS,,,"Distributed Computing†, , ",Distributed Computing†,,,,,,C,C,C,C,C,C
Participatory Design Conference,PDC,pdc,,"Information Systems†, Design Practice and Management†, ",Information Systems†,Design Practice and Management†,,,,,B,B,B,B,B,A
Passive and Active Measurement Conference,PAM,pam,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,,B,B,B,B,B,B,B,B,B
Passive and Low Energy Architecture (PLEA) Annual International Conference,PLEA,,,"Architecture†, , ",Architecture†,,,,,,,,,,A,
Pattern Languages of Programs,PLOP,,C,"Software engineering, , ",Software engineering,,,C,B,B,B,B,B,B,B,
Performance Tools - International Conference on Model Techniques & Tools for CPE,PT,,,"Computer Software†, , ",Computer Software†,,,,,,A,A,A,A,,A
Portland International Center for Management of Engineering and Technology Conference,PICMET,,,"Building†, , ",Building†,,,,,,,,,,A,
Portuguese Conference on Artificial Intelligence,EPIA,epia,National: Portugal,"Artificial intelligence, , ",Artificial intelligence,,,National: Portugal,National: Portugal,Regional,Regional,,,,B,B
Post-Graduate ADFA Conference on Computer Science,PACCS,,,", , ",,,,,,,,L,L,L,,L
Postgraduate Researchers of the Built and Natural Environment Conference,PRoBE,,,"Building†, , ",Building†,,,,,,,,,,C,
Practical Application of Intelligent Agents and Multi-Agent Technology Conference,PAAM,,,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,,,,,C,C,C,C,C,C
Practical Applications of Agents and Multiagent Systems,PAAMS,paams,National: Spain,"Artificial intelligence, Applied computing, ",Artificial intelligence,Applied computing,Cognitive Science†,National: Spain,B,C,C,Unranked,Unranked,,,
Practical Aspects of Declarative Languages,PADL,padl,C,"Software engineering, , ",Software engineering,,,C,B,B,B,B,B,B,B,A
Practical Aspects of PROLOG/Constraint Technology,PAP/PACT,,,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,,,,,C,C,C,C,C,C
Practice and Theory of Automated Timetabling,PATAT,,C,"Applied computing, , ",Applied computing,,,C,B,B,B,B,B,B,B,B
Practices of Linking Aspect Technology and Evolution,PLATE,,,"Computer Software†, , ",Computer Software†,,,,,,C,C,C,C,C,
Prague Stringology Conference,PSC,stringology,National: Czech,"Theory of computation, , ",Theory of computation,,,National: Czech,National: Czech,National: Czech,C,C,C,C,C,
Principles and Practice of Parallel Programming,PPoPP,ppopp,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,,B,A,A,A,A,A,A,A,A
Privacy Enhancing Technologies Symposium (was International Workshop of Privacy Enhancing Technologies),PETS,popets,A,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,,A,A,B,B,B,B,B,B,
Privacy in Statistical Databases,PSD,psd,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,,C,C,C,C,C,C,C,C,
"Processing Declarative Knowledge, International Workshop",PDK,,,"Computer Software†, , ",Computer Software†,,,,,,C,C,C,C,C,
Product Focused Software Process Improvement,PROFES,profes,B,"Software engineering, , ",Software engineering,,,B,B,B,B,B,B,B,B,B
Program Visualization Workshop,PVW,,,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,,,,,C,C,C,C,C,
Programming Language Techniques for XML,PLAN-X,,,"Computer Software†, , ",Computer Software†,,,,,,C,C,C,C,C,
ProjMAN - International Conference on Project MANagement,ProjMAN,,,"Business and Management†, , ",Business and Management†,,,,,,Unranked,,,,,
Project Management conference,PMOZ,,,"Building†, , ",Building†,,,,,,,,,,B,
Quantity Surveying International Convention,QSIC,,,"Building†, , ",Building†,,,,,,,,,,C,
RICS conference,COBRA,,,"Building†, , ",Building†,,,,,,,,,,A,
Real Time Systems Symposium,RTSS,rtss,A,"Distributed computing and systems software, , ",Distributed computing and systems software,,,A*,A*,A*,A*,A*,A*,A*,A,A*
"Reflection, AOP and Meta-Data for Software Evolution",RAM-SE,,,"Computer Software†, , ",Computer Software†,,,,,,C,C,C,C,C,
Relationships and Associations in Object-Oriented Languages,RAOOL,,,"Computer Software†, , ",Computer Software†,,,,,,C,C,C,C,C,
Research in Engineering Education Symposium,REES,,,"Engineering†, , ",Engineering†,,,,,,,,,,A,
Richard Tapia Celebration of Diversity in Computing Conference,Tapia,,National: USA,"Information and Computing Sciences, , ",Information and Computing Sciences,,,National: USA,National: USA,National: USA,C,C,C,C,C,
Robot Soccer World Cup,RoboCup,robocup,C,"Artificial intelligence, , ",Artificial intelligence,,,C,B,B,B,B,B,B,B,A
Robotics: Science and Systems,RSS,rss,,"CSE - Computer Systems Engineering, , ",CSE - Computer Systems Engineering,,,TBR,,,A*,A*,A*,A*,A,A*
RuleML: International Web Rule Symposium (pre 2007 was 'International Conference on Rules and Rule Markup Languages for the Semantic Web'),RuleML,,,"Information Systems†, , ",Information Systems†,,,,,,B,B,B,C,C,
SEA - Conference on Sustainable Building South-East Asia (CIB Co-Sponsored),SBSEA,,,"Building†, , ",Building†,,,,,,,,,,C,
SGAI International Conference on Artificial Intelligence,SGAI,sgai,National: UK,"Artificial intelligence, , ",Artificial intelligence,,,National: UK,National: UK,National: UK,C,C,C,C,C,
SIAM Conference on Discrete Mathematics,DM,,C,"Theory of computation, , ",Theory of computation,,,C,C,C,C,C,C,C,C,
SIAM Conference on Geometric Design,GeoD,,,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,,,,,C,C,C,C,C,
SIAM Conference on Optimization,OP,,C,"Artificial intelligence, , ",Artificial intelligence,,,C,C,C,C,C,C,C,C,
SIAM International Conference on Data Mining,SDM,sdm,A,"Data management and data science, , ",Data management and data science,,,A,A,A,A,A,A,A,A,A
"SIAM Workshop on Algorithms for Listing, Counting, and Enumeration",ALICE,,,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,,,,,C,C,C,C,C,
SIGGRAPH Asia,SiggraphA,siggrapha,A*,"Graphics, augmented reality and games, Computer vision and multimedia computation, Human-centred computing","Graphics, augmented reality and games",Computer vision and multimedia computation,Human-centred computing,journal published,journal published,journal published,journal published,B,B,B,B,
SIGGRAPH/EUROGRAPHICS Conference On Graphics Hardware,HWWS,,,"Civil Engineering†, , ",Civil Engineering†,,,,,,,,,,C,
SIGIR workshop: Stylistic Analysis of Text For Information Access,Style,,,"Information Systems†, , ",Information Systems†,,,,,,C,C,C,C,C,
SIGOPT - International Conference on Optimization,ICO,,,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,,,,,C,C,C,C,C,
SKLOIS Conference on Information Security and Cryptology,Inscrypt,cisc,National: China,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,,National: China,National: China,National: China,National: China,B,B,B,B,
SPIE Conference on Performance and Control of Network Systems,PCNS,,,"Computer Hardware†, , ",Computer Hardware†,,,,,,C,C,C,C,C,C
SPIE Conference on Visual Data Exploration and Analysis,VDEA,,,"Data Format†, , ",Data Format†,,,,,,C,C,C,C,C,C
SPIE International Conference on Multimedia Storage and Archiving Systems,MSAS,,,"Data Format†, , ",Data Format†,,,,,,C,C,C,C,C,
Scandinavian Conference on Artificial Intelligence,SCAI,,,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,,,,,,,,,B,B
Scandinavian Workshop on Algorithm Theory,SWAT,,,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,,,,,,,,,B,A
Scottish Functional Programming Workshop,SFP,,,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,,,,,,,,,C,C
"Search: Workshop on Search, Sorting and Coding",Search,,,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,,,,,C,C,C,C,C,
Semantic Web Visualisation,VSW,,,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,,,,,C,C,C,C,C,
Semantics - International Conference on Semantic Systems,Semantics,i-semantics,"Regional: Austria, Germany, Netherlands","Data management and data science, , ",Data management and data science,Data Format†,Information Systems†,"Regional: Austria, Germany, Netherlands",National: Austria,National: Austria,unranked,,,,,
Sensor Networks,Sensor Networks,,,"Computer Hardware†, , ",Computer Hardware†,,,,,,C,C,C,C,C,C
Service Oriented Computing: Consequences for Engineering Requirements,SOCCER,,,"Computer Software†, , ",Computer Software†,,,,,,C,C,C,C,C,
Simulation Technology and Training Conference,SimTecT,,Australasian C,"Artificial intelligence, , ",Artificial intelligence,,,Australasian C,Australasian C,Australasian C,C,C,C,C,C,C
Simulation and Synthesis in Medical Imaging,SASHIMI,sashimi-ws,C,"Artificial intelligence, Applied computing, Computer vision and multimedia computation",Artificial intelligence,Applied computing,Computer vision and multimedia computation,C,C,,,,,,,
Singapore International Conference on Intelligent Systems,SPICIS,,,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,,,,,B,B,B,B,B,B
Smart Card Research and Advanced Application Conference,CARDIS,cardis,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,,C,B,B,B,B,B,B,B,B
Society for Information Technology and Teacher Education Conference,SITE,,,", , ",,,,,,,C,C,C,C,,C
"Society of Architectural Historians, Australia and New Zealand (SAHANZ) Annual Conference",SAHANZ,,,"Architecture†, Urban and Regional Planning†, ",Architecture†,Urban and Regional Planning†,,,,,,,,,A,
"Soft Computing in Computer Graphics, Imaging, and Vision",SCCGIV,,,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,,,,,C,C,C,C,C,
Software Education Conference,SRIG-ET,,,"Other Information and Computing Sciences†, , ",Other Information and Computing Sciences†,,,,,,C,C,C,C,C,C
Software Performance Enhancement for Encryption and Decryption,SPEED,,,"Data Format†, , ",Data Format†,,,,,,C,C,C,C,C,
Software Process Improvement and Capability Determination,SPICE,,C,"Software engineering, , ",Software engineering,,,C,C,C,C,A,A,A,,A
Software Product Lines Conference,SPLC,splc,B,"Software engineering, Applied computing, Artificial intelligence",Software engineering,Applied computing,Artificial intelligence,B,B,,,,,,,
Software Quality Conference,SQC,,,"Computer Software†, , ",Computer Software†,,,,,,C,C,C,C,C,C
"Software Quality, Reliability, and Security (was International Conference on Quality Software, QSIC, that merged with SERE 2015)",QRS,qrs,C,"Software engineering, , ",Software engineering,,,C,B,B,B,B,B,B,B,A
Software Technology and Engineering Practice Conference,STEP,,,"Computer Software†, , ",Computer Software†,,,,,,B,B,B,B,B,B
South African Construction Health and Safety conference,SABERC,,,"Building†, , ",Building†,,,,,,,,,,C,
South African International Graph Theory Conference,SAIGTC,,,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,,,,,C,C,C,C,C,
Southern Conference on Computing,SCC,,,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,,,,,,,,,C,
Southwestern Conference on Pattern Languages of Programs,ChiliPLoP,,,"Computer Software†, , ",Computer Software†,,,,,,,,,,C,
Spatial Information Research Centre Colloquium,SIRC,,,"Geomatic Engineering †, , ",Geomatic Engineering †,,,,,,C,C,C,C,C,C
Spatial Information Science and Technology Conference,SIST,,,"Geomatic Engineering †, , ",Geomatic Engineering †,,,,,,C,C,C,C,C,C
Special-purpose Hardware for Attacking Cryptographic Systems,SHARCS,,,"Data Format†, , ",Data Format†,,,,,,C,C,C,C,C,
Spring Conference on Computer Graphics,SCCG,,,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,,,,,C,C,C,C,C,
State of Australian Cities (SOAC) Conference,SOAC,,,"Architecture†, Building†, Urban and Regional Planning†",Architecture†,Building†,Urban and Regional Planning†,,,,,,,,A,
State of the Art of Stream Ciphers,SASC,,,"Data Format†, , ",Data Format†,,,,,,C,C,C,C,C,
Static Analysis Symposium,SAS,sas,B,"Software engineering, , ",Software engineering,,,B,B,A,A,A,A,A,A,A
Stochastic Local Search Algorithms,SLS,,,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,,,,,C,C,C,C,C,
Storage and Retrieval for Media Databases (was Storage and Retrieval for Image and Video Databases),SRMD,,,"Data Format†, , ",Data Format†,,,,,,C,C,C,C,C,
Structural Engineering and Construction Conference,APSEC-EASEC,,,"Civil Engineering†, , ",Civil Engineering†,,,,,,,,,,B,
Structural and Syntactical Pattern Recognition,SSPR,ssspr,B,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,,B,B,A,A,A,A,A,A,A
Summer Computer Simulation Conference,SCSC,scsc,,"Artificial intelligence, , ",Artificial intelligence,,,,B,B,B,B,B,B,B,B
Summer School on Modelling and Verification of Parallel Processes,MOVEP,,,"Distributed Computing†, , ",Distributed Computing†,,,,,,C,C,C,C,C,
Symposia on VLSI Technology and Circuits,VLSI,,,"Communications Technologies†, , ",Communications Technologies†,,,,,,A,A,A,A,A,A
Symposium Model Analysis and Simulation of Computer and Telecommunications Systems,MASCOTS,mascots,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,,B,B,A,A,A,A,A,A,A
